source_player_code,source_club_code,source_season,source_player_name,source_club_name
p57410,146,2016/2017,Nicolás Otamendi,Manchester City
p59859,146,2016/2017,Ilkay Gündogan,Manchester City
p61366,146,2016/2017,Kevin De Bruyne,Manchester City
p74471,146,2016/2017,Aaron Mooy,Manchester City
p86173,146,2016/2017,Nolito,Manchester City
p86814,146,2016/2017,Bruno Zuculini,Manchester City
p97299,146,2016/2017,John Stones,Manchester City
p101982,147,2016/2017,Sam Johnstone,Manchester United
p106760,147,2016/2017,Luke Shaw,Manchester United
p106824,147,2016/2017,Memphis Depay,Manchester United
p109322,147,2016/2017,Jesse Lingard,Manchester United
p13017,147,2016/2017,Wayne Rooney,Manchester United
p148225,147,2016/2017,Anthony Martial,Manchester United
p152015,147,2016/2017,Guillermo Varela,Manchester United
p15208,147,2016/2017,Bastian Schweinsteiger,Manchester United
p154976,147,2016/2017,Adnan Januzaj,Manchester United
p156685,147,2016/2017,Joe Rothwell,Manchester United
p156686,147,2016/2017,James Weir,Manchester United
p156689,147,2016/2017,Andreas Pereira,Manchester United
p156690,147,2016/2017,Josh Harrop,Manchester United
p160816,147,2016/2017,Donald Love,Manchester United
p160817,147,2016/2017,Patrick McNair,Manchester United
p168196,147,2016/2017,Joel Pereira,Manchester United
p171273,147,2016/2017,Cameron Borthwick-Jackson,Manchester United
p171277,147,2016/2017,Demetri Mitchell,Manchester United
p172649,147,2016/2017,Dean Henderson,Manchester United
p176291,147,2016/2017,Joe Riley,Manchester United
p176295,147,2016/2017,Matty Willock,Manchester United
p176297,147,2016/2017,Marcus Rashford,Manchester United
p176341,147,2016/2017,Ro-Shaun Williams,Manchester United
p179261,147,2016/2017,Zachary Dearnley,Manchester United
p180804,147,2016/2017,Axel Tuanzebe,Manchester United
p180807,147,2016/2017,Sean Goss,Manchester United
p18892,147,2016/2017,Ashley Young,Manchester United
p192182,147,2016/2017,Kieran O'Hara,Manchester United
p195850,147,2016/2017,Tyrell Warren,Manchester United
p195851,147,2016/2017,Scott McTominay,Manchester United
p197197,147,2016/2017,Regan Poole,Manchester United
p197365,147,2016/2017,Eric Bailly,Manchester United
p201084,147,2016/2017,Timothy Fosu-Mensah,Manchester United
p20695,147,2016/2017,Luis Antonio Valencia,Manchester United
p209041,147,2016/2017,Angel Gomes,Manchester United
p2404,147,2016/2017,Michael Carrick,Manchester United
p40002,147,2016/2017,Matteo Darmian,Manchester United
p41184,147,2016/2017,Marouane Fellaini,Manchester United
p42774,147,2016/2017,Morgan Schneiderlin,Manchester United
p42899,147,2016/2017,Sergio Romero,Manchester United
p43670,147,2016/2017,Juan Mata,Manchester United
p51940,147,2016/2017,David de Gea,Manchester United
p55909,147,2016/2017,Chris Smalling,Manchester United
p57249,147,2016/2017,Henrikh Mkhitaryan,Manchester United
p58877,147,2016/2017,Daley Blind,Manchester United
p58893,147,2016/2017,Marcos Rojo,Manchester United
p59846,147,2016/2017,Ander Herrera,Manchester United
p74208,147,2016/2017,Paul Pogba,Manchester United
p76359,147,2016/2017,Phil Jones,Manchester United
p82205,147,2016/2017,Nick Powell,Manchester United
p91126,147,2016/2017,Will Keane,Manchester United
p9808,147,2016/2017,Zlatan Ibrahimovic,Manchester United
p101184,148,2016/2017,Calum Chambers,Middlesbrough
p10460,148,2016/2017,Grant Leadbitter,Middlesbrough
p106617,148,2016/2017,Patrick Bamford,Middlesbrough
p12002,148,2016/2017,Stewart Downing,Middlesbrough
p123125,148,2016/2017,Viktor Fischer,Middlesbrough
p12496,148,2016/2017,Víctor Valdés,Middlesbrough
p12744,148,2016/2017,David Nugent,Middlesbrough
p14509,148,2016/2017,Michael Agazzi,Middlesbrough
p153601,148,2016/2017,Carlos de Pena,Middlesbrough
p15633,148,2016/2017,Alex Baptiste,Middlesbrough
p159533,148,2016/2017,Adama Traoré,Middlesbrough
p169060,148,2016/2017,Lewis Maloney,Middlesbrough
p169061,148,2016/2017,Dael Fry,Middlesbrough
p169535,148,2016/2017,Julien De Sart,Middlesbrough
p19074,148,2016/2017,Damiá,Middlesbrough
p19101,148,2016/2017,Dimitrios Konstantopoulos,Middlesbrough
p20047,148,2016/2017,Jordan Rhodes,Middlesbrough
p20399,148,2016/2017,Antonio Barragán,Middlesbrough
p40202,148,2016/2017,George Friend,Middlesbrough
p41705,148,2016/2017,Brad Guzan,Middlesbrough
p42892,148,2016/2017,Álvaro Negredo,Middlesbrough
p44302,148,2016/2017,Adlène Guédioura,Middlesbrough
p45265,148,2016/2017,Mustapha Carayol,Middlesbrough
p48771,148,2016/2017,Emilio Nsue,Middlesbrough
p49207,148,2016/2017,Rudy Gestede,Middlesbrough
p49464,148,2016/2017,Cristhian Stuani,Middlesbrough
p49773,148,2016/2017,Albert Adomah,Middlesbrough
p51942,148,2016/2017,Tomás Mejías,Middlesbrough
p54771,148,2016/2017,Fabio,Middlesbrough
p55317,148,2016/2017,Bernardo Espinosa,Middlesbrough
p55950,148,2016/2017,Rhys Williams,Middlesbrough
p59044,148,2016/2017,Adam Clayton,Middlesbrough
p75880,148,2016/2017,Daniel Ayala,Middlesbrough
p78091,148,2016/2017,Gastón Ramírez,Middlesbrough
p80179,148,2016/2017,Adam Forshaw,Middlesbrough
p82428,148,2016/2017,Marten de Roon,Middlesbrough
p83312,148,2016/2017,Ben Gibson,Middlesbrough
p84482,148,2016/2017,Tomas Kalas,Middlesbrough
p90263,148,2016/2017,James Husband,Middlesbrough
p91043,148,2016/2017,Connor Ripley,Middlesbrough
p96778,148,2016/2017,Adam Reach,Middlesbrough
p973,148,2016/2017,Jonathan Woodgate,Middlesbrough
p97873,148,2016/2017,Adam Jackson,Middlesbrough
p101178,158,2016/2017,James Ward-Prowse,Southampton
p101179,158,2016/2017,Lloyd Isgrove,Southampton
p102884,158,2016/2017,Paulo Gazzaniga,Southampton
p115357,158,2016/2017,Mouez Hassen,Southampton
p128198,158,2016/2017,Sofiane Boufal,Southampton
p132015,158,2016/2017,Pierre-Emile Højbjerg,Southampton
p153366,158,2016/2017,Harrison Reed,Southampton
p153371,158,2016/2017,Sam Gallagher,Southampton
p153373,158,2016/2017,Sam McQueen,Southampton
p153379,158,2016/2017,Josh Sims,Southampton
p154050,158,2016/2017,Olufela Olomola,Southampton
p158544,158,2016/2017,Jake Hesketh,Southampton
p169359,158,2016/2017,Matt Targett,Southampton
p17339,158,2016/2017,Steven Davis,Southampton
p176706,158,2016/2017,Alfie Jones,Southampton
p17784,158,2016/2017,Graziano Pellè,Southampton
p198044,158,2016/2017,Harry Lewis,Southampton
p20452,158,2016/2017,Shane Long,Southampton
p213482,158,2016/2017,Yan Valery,Southampton
p3201,158,2016/2017,Stuart Taylor,Southampton
p3673,158,2016/2017,Kelvin Davis,Southampton
p38580,158,2016/2017,José Fonte,Southampton
p40146,158,2016/2017,Ryan Bertrand,Southampton
p40383,158,2016/2017,Fraser Forster,Southampton
p40833,158,2016/2017,Jérémy Pied,Southampton
p44683,158,2016/2017,Jay Rodriguez,Southampton
p54756,158,2016/2017,Victor Wanyama,Southampton
p56192,158,2016/2017,Cuco Martina,Southampton
p58376,158,2016/2017,Alex McCarthy,Southampton
p58822,158,2016/2017,Cédric Soares,Southampton
p61548,158,2016/2017,Manolo Gabbiadini,Southampton
p62399,158,2016/2017,Dusan Tadic,Southampton
p78056,158,2016/2017,Oriol Romeu,Southampton
p78091,158,2016/2017,Gastón Ramírez,Southampton
p78356,158,2016/2017,Charlie Austin,Southampton
p80287,158,2016/2017,Juanmi,Southampton
p80447,158,2016/2017,Maya Yoshida,Southampton
p83283,158,2016/2017,Nathan Redmond,Southampton
p84395,158,2016/2017,Florin Gardos,Southampton
p85654,158,2016/2017,Jordy Clasie,Southampton
p88900,158,2016/2017,Jack Stephens,Southampton
p97032,158,2016/2017,Virgil van Dijk,Southampton
p102738,159,2016/2017,Giannelli Imbula,Stoke City
p105666,159,2016/2017,Jack Butland,Stoke City
p112316,159,2016/2017,Jakob Haugaard,Stoke City
p11735,159,2016/2017,Steve Sidwell,Stoke City
p12150,159,2016/2017,Glenn Whelan,Stoke City
p12813,159,2016/2017,Jonathan Walters,Stoke City
p154506,159,2016/2017,Daniel Bachmann,Stoke City
p155706,159,2016/2017,Dionatan Teixeira,Stoke City
p160901,159,2016/2017,Oliver Shenton,Stoke City
p169130,159,2016/2017,Joel Taylor,Stoke City
p176704,159,2016/2017,Dominic Telford,Stoke City
p179377,159,2016/2017,Daniel Jarvis,Stoke City
p17997,159,2016/2017,Phil Bardsley,Stoke City
p1822,159,2016/2017,Shay Given,Stoke City
p185649,159,2016/2017,Moha,Stoke City
p19568,159,2016/2017,Ibrahim Afellay,Stoke City
p200455,159,2016/2017,Julien Ngoy,Stoke City
p20208,159,2016/2017,Charlie Adam,Stoke City
p20481,159,2016/2017,Stephen Ireland,Stoke City
p205102,159,2016/2017,Ramadan Sobhi,Stoke City
p209212,159,2016/2017,Thomas Edwards,Stoke City
p220650,159,2016/2017,Thibaud Verlinden,Stoke City
p26900,159,2016/2017,Peter Odemwingie,Stoke City
p32318,159,2016/2017,Marc Wilson,Stoke City
p3773,159,2016/2017,Peter Crouch,Stoke City
p37869,159,2016/2017,Ryan Shawcross,Stoke City
p39487,159,2016/2017,Erik Pieters,Stoke City
p40276,159,2016/2017,Bojan,Stoke City
p40555,159,2016/2017,Joe Allen,Stoke City
p41464,159,2016/2017,Marko Arnautovic,Stoke City
p50089,159,2016/2017,Geoff Cameron,Stoke City
p57001,159,2016/2017,Wilfried Bony,Stoke City
p61316,159,2016/2017,Joselu,Stoke City
p61595,159,2016/2017,Marc Muniesa,Stoke City
p61858,159,2016/2017,Mame Biram Diouf,Stoke City
p6744,159,2016/2017,Lee Grant,Stoke City
p68312,159,2016/2017,Xherdan Shaqiri,Stoke City
p69960,159,2016/2017,Philipp Wollscheid,Stoke City
p85352,159,2016/2017,Bruno Martins Indi,Stoke City
p9047,159,2016/2017,Glen Johnson,Stoke City
p91972,159,2016/2017,Saido Berahino,Stoke City
p109528,160,2016/2017,Javier Manquillo,Sunderland
p111234,160,2016/2017,Jordan Pickford,Sunderland
p114000,160,2016/2017,George Honeyman,Sunderland
p114312,160,2016/2017,Mikael Mandron,Sunderland
p11467,160,2016/2017,Billy Jones,Sunderland
p115854,160,2016/2017,Duncan Watmore,Sunderland
p144660,160,2016/2017,Didier Ndong,Sunderland
p149016,160,2016/2017,Lynden Gooch,Sunderland
p149051,160,2016/2017,Ethan Robson,Sunderland
p15398,160,2016/2017,Danny Graham,Sunderland
p154558,160,2016/2017,Thomas Robson,Sunderland
p154559,160,2016/2017,Michael Ledger,Sunderland
p154560,160,2016/2017,Tom Beadling,Sunderland
p154976,160,2016/2017,Adnan Januzaj,Sunderland
p160729,160,2016/2017,Jason Denayer,Sunderland
p160816,160,2016/2017,Donald Love,Sunderland
p160817,160,2016/2017,Patrick McNair,Sunderland
p168717,160,2016/2017,Max Stryjek,Sunderland
p170851,160,2016/2017,Josh Robson,Sunderland
p170852,160,2016/2017,Rees Greenwood,Sunderland
p1841,160,2016/2017,Wes Brown,Sunderland
p1881,160,2016/2017,Steve Harper,Sunderland
p18953,160,2016/2017,Steven Fletcher,Sunderland
p19057,160,2016/2017,Sebastian Larsson,Sunderland
p195480,160,2016/2017,Josh Maja,Sunderland
p19701,160,2016/2017,Emmanuel Eboué,Sunderland
p204819,160,2016/2017,Elliot Embleton,Sunderland
p20487,160,2016/2017,Vito Mannone,Sunderland
p219727,160,2016/2017,Joel Asoro,Sunderland
p27707,160,2016/2017,Darron Gibson,Sunderland
p28448,160,2016/2017,Lee Cattermole,Sunderland
p28593,160,2016/2017,Victor Anichebe,Sunderland
p3736,160,2016/2017,John O'Shea,Sunderland
p37742,160,2016/2017,Younes Kaboul,Sunderland
p45076,160,2016/2017,Lamine Koné,Sunderland
p49384,160,2016/2017,Jack Rodwell,Sunderland
p49396,160,2016/2017,Yann M'Vila,Sunderland
p49836,160,2016/2017,Liam Bridcutt,Sunderland
p50023,160,2016/2017,Jordi Gómez,Sunderland
p57736,160,2016/2017,Jan Kirchhoff,Sunderland
p60165,160,2016/2017,Wahbi Khazri,Sunderland
p60794,160,2016/2017,Adam Matthews,Sunderland
p74230,160,2016/2017,Patrick van Aanholt,Sunderland
p7525,160,2016/2017,Steven Pienaar,Sunderland
p7551,160,2016/2017,Joleon Lescott,Sunderland
p77454,160,2016/2017,Fabio Borini,Sunderland
p77762,160,2016/2017,Bryan Oviedo,Sunderland
p78108,160,2016/2017,Sebastián Coates,Sunderland
p7958,160,2016/2017,Jermain Defoe,Sunderland
p80935,160,2016/2017,Papy Djilobodji,Sunderland
p81061,160,2016/2017,Mika,Sunderland
p88372,160,2016/2017,Santiago Vergini,Sunderland
p88601,160,2016/2017,Charalampos Mavrias,Sunderland
p102907,161,2016/2017,Mark Birighitti,Swansea City
p111787,161,2016/2017,Modou Barrow,Swansea City
p11829,161,2016/2017,Wayne Routledge,Swansea City
p149266,161,2016/2017,Alfie Mawson,Swansea City
p15114,161,2016/2017,Leon Britton,Swansea City
p166365,161,2016/2017,Kenji Gorré,Swansea City
p168144,161,2016/2017,Matt Grimes,Swansea City
p169432,161,2016/2017,Oliver McBurnie,Swansea City
p174872,161,2016/2017,Courtney Baker-Richardson,Swansea City
p19159,161,2016/2017,Ashley Williams,Swansea City
p192290,161,2016/2017,Connor Roberts,Swansea City
p19760,161,2016/2017,Fernando Llorente,Swansea City
p198508,161,2016/2017,Josh Vickers,Swansea City
p200617,161,2016/2017,Daniel James,Swansea City
p21083,161,2016/2017,Nathan Dyer,Swansea City
p214225,161,2016/2017,Joe Rodon,Swansea City
p28654,161,2016/2017,Martin Olsson,Swansea City
p37096,161,2016/2017,Lukasz Fabianski,Swansea City
p37998,161,2016/2017,Bafétimbi Gomis,Swansea City
p39270,161,2016/2017,Marvin Emnes,Swansea City
p40145,161,2016/2017,Jack Cork,Swansea City
p42996,161,2016/2017,Angel Rangel,Swansea City
p47390,161,2016/2017,Neil Taylor,Swansea City
p49195,161,2016/2017,Jefferson Montero,Swansea City
p49277,161,2016/2017,Leroy Fer,Swansea City
p49539,161,2016/2017,Kyle Naughton,Swansea City
p49569,161,2016/2017,Alberto Paloschi,Swansea City
p52635,161,2016/2017,Éder,Swansea City
p5288,161,2016/2017,Gerhard Tremmel,Swansea City
p55313,161,2016/2017,Franck Tabanou,Swansea City
p55422,161,2016/2017,Gylfi Sigurdsson,Swansea City
p57145,161,2016/2017,Federico Fernández,Swansea City
p57586,161,2016/2017,Luciano Narsingh,Swansea City
p59940,161,2016/2017,Kyle Bartley,Swansea City
p61760,161,2016/2017,Kristoffer Nordfeldt,Swansea City
p76542,161,2016/2017,Ki Sung-Yueng,Swansea City
p80146,161,2016/2017,Jordan Ayew,Swansea City
p80789,161,2016/2017,Jordi Amat,Swansea City
p83091,161,2016/2017,Borja Bastón,Swansea City
p93464,161,2016/2017,Tom Carroll,Swansea City
p96305,161,2016/2017,Jay Fulton,Swansea City
p96306,161,2016/2017,Stephen Kingsley,Swansea City
p97615,161,2016/2017,Mike van der Hoorn,Swansea City
p108823,163,2016/2017,Dele Alli,Tottenham Hotspur
p115556,163,2016/2017,Ben Davies,Tottenham Hotspur
p126407,163,2016/2017,Nabil Bentaleb,Tottenham Hotspur
p145212,163,2016/2017,Clinton N'Jie,Tottenham Hotspur
p151119,163,2016/2017,DeAndre Yedlin,Tottenham Hotspur
p153772,163,2016/2017,Luke McGee,Tottenham Hotspur
p157665,163,2016/2017,Filip Lesniak,Tottenham Hotspur
p157668,163,2016/2017,Harry Winks,Tottenham Hotspur
p158534,163,2016/2017,Kyle Walker-Peters,Tottenham Hotspur
p158535,163,2016/2017,Will Miller,Tottenham Hotspur
p158536,163,2016/2017,Anton Walkes,Tottenham Hotspur
p165990,163,2016/2017,Vincent Janssen,Tottenham Hotspur
p168566,163,2016/2017,Georges-Kévin Nkoudou,Tottenham Hotspur
p168763,163,2016/2017,Cameron Carter-Vickers,Tottenham Hotspur
p168764,163,2016/2017,Luke Amos,Tottenham Hotspur
p168765,163,2016/2017,Josh Onomah,Tottenham Hotspur
p168773,163,2016/2017,Shayon Harrison,Tottenham Hotspur
p174592,163,2016/2017,Marcus Edwards,Tottenham Hotspur
p175941,163,2016/2017,Alfie Whiteman,Tottenham Hotspur
p182960,163,2016/2017,Pau López,Tottenham Hotspur
p205135,163,2016/2017,Samuel Shashoua,Tottenham Hotspur
p37915,163,2016/2017,Hugo Lloris,Tottenham Hotspur
p38290,163,2016/2017,Danny Rose,Tottenham Hotspur
p39104,163,2016/2017,Mousa Dembélé,Tottenham Hotspur
p39194,163,2016/2017,Jan Vertonghen,Tottenham Hotspur
p39215,163,2016/2017,Michel Vorm,Tottenham Hotspur
p40792,163,2016/2017,Federico Fazio,Tottenham Hotspur
p45268,163,2016/2017,Moussa Sissoko,Tottenham Hotspur
p54756,163,2016/2017,Victor Wanyama,Tottenham Hotspur
p54908,163,2016/2017,Nacer Chadli,Tottenham Hotspur
p55605,163,2016/2017,Toby Alderweireld,Tottenham Hotspur
p58621,163,2016/2017,Kyle Walker,Tottenham Hotspur
p58791,163,2016/2017,Ryan Mason,Tottenham Hotspur
p62974,163,2016/2017,Erik Lamela,Tottenham Hotspur
p77794,163,2016/2017,Kieran Trippier,Tottenham Hotspur
p78830,163,2016/2017,Harry Kane,Tottenham Hotspur
p80607,163,2016/2017,Christian Eriksen,Tottenham Hotspur
p85971,163,2016/2017,Son Heung-Min,Tottenham Hotspur
p93264,163,2016/2017,Eric Dier,Tottenham Hotspur
p93464,163,2016/2017,Tom Carroll,Tottenham Hotspur
p97485,163,2016/2017,Kevin Wimmer,Tottenham Hotspur
p121599,164,2016/2017,Abdoulaye Doucouré,Watford
p133801,164,2016/2017,Jerome Sinclair,Watford
p149786,164,2016/2017,Essaïd Belkalem,Watford
p16045,164,2016/2017,Ben Watson,Watford
p167767,164,2016/2017,Kenedy,Watford
p173514,164,2016/2017,Isaac Success,Watford
p17441,164,2016/2017,José Manuel Jurado,Watford
p179620,164,2016/2017,Obbi Oularé,Watford
p18656,164,2016/2017,Heurelho Gomes,Watford
p19342,164,2016/2017,Ikechi Anya,Watford
p194401,164,2016/2017,Adalberto Peñaranda,Watford
p20046,164,2016/2017,Stefano Okaka,Watford
p20145,164,2016/2017,Adrian Mariappa,Watford
p204760,164,2016/2017,Michael Folivi,Watford
p21123,164,2016/2017,Valon Behrami,Watford
p221286,164,2016/2017,Charlie Rowan,Watford
p231172,164,2016/2017,Brandon Mason,Watford
p243531,164,2016/2017,Andrew Eleftheriou,Watford
p243532,164,2016/2017,Dion Pereira,Watford
p26719,164,2016/2017,Rene Gilmartin,Watford
p28160,164,2016/2017,Mario Suárez,Watford
p37742,164,2016/2017,Younes Kaboul,Watford
p38439,164,2016/2017,Etienne Capoue,Watford
p40868,164,2016/2017,José Holebas,Watford
p41338,164,2016/2017,Craig Cathcart,Watford
p41725,164,2016/2017,Troy Deeney,Watford
p41926,164,2016/2017,Almen Abdi,Watford
p41945,164,2016/2017,Sebastian Prödl,Watford
p42738,164,2016/2017,Juan Camilo Zuñiga,Watford
p43250,164,2016/2017,Tom Cleverley,Watford
p44302,164,2016/2017,Adlène Guédioura,Watford
p44604,164,2016/2017,Nordin Amrabat,Watford
p49696,164,2016/2017,Mauro Zárate,Watford
p49864,164,2016/2017,Joel Ekstrand,Watford
p52153,164,2016/2017,Miguel Britos,Watford
p52940,164,2016/2017,Daryl Janmaat,Watford
p53720,164,2016/2017,Sven Kums,Watford
p56827,164,2016/2017,Costel Pantilimon,Watford
p57187,164,2016/2017,Giedrius Arlauskis,Watford
p58498,164,2016/2017,Odion Ighalo,Watford
p61566,164,2016/2017,Roberto Pereyra,Watford
p67527,164,2016/2017,Allan-Roméo Nyom,Watford
p81183,164,2016/2017,Matej Vydra,Watford
p85624,164,2016/2017,Christian Kabasele,Watford
p86431,164,2016/2017,Brice Dja Djédjé,Watford
p88935,164,2016/2017,Steven Berghuis,Watford
p96764,164,2016/2017,M'Baye Niang,Watford
p97296,164,2016/2017,Tommie Hoban,Watford
p98780,164,2016/2017,Juan Carlos Paredes,Watford
p106450,165,2016/2017,Alex Pritchard,West Bromwich Albion
p108824,165,2016/2017,Brendan Galloway,West Bromwich Albion
p11037,165,2016/2017,Rickie Lambert,West Bromwich Albion
p112507,165,2016/2017,Jack Rose,West Bromwich Albion
p112520,165,2016/2017,Alex Palmer,West Bromwich Albion
p12086,165,2016/2017,Boaz Myhill,West Bromwich Albion
p14295,165,2016/2017,Darren Fletcher,West Bromwich Albion
p173809,165,2016/2017,Jonathan Leko,West Bromwich Albion
p173821,165,2016/2017,Tyler Roberts,West Bromwich Albion
p174593,165,2016/2017,Kyle Edwards,West Bromwich Albion
p18008,165,2016/2017,James Morrison,West Bromwich Albion
p182888,165,2016/2017,Joe Ward,West Bromwich Albion
p184532,165,2016/2017,Jack Fitzwater,West Bromwich Albion
p19151,165,2016/2017,Chris Brunt,West Bromwich Albion
p19272,165,2016/2017,Gareth McAuley,West Bromwich Albion
p195864,165,2016/2017,Sam Field,West Bromwich Albion
p215457,165,2016/2017,Kane Wilson,West Bromwich Albion
p232427,165,2016/2017,Rekeem Harper,West Bromwich Albion
p28468,165,2016/2017,Craig Gardner,West Bromwich Albion
p28593,165,2016/2017,Victor Anichebe,West Bromwich Albion
p32318,165,2016/2017,Marc Wilson,West Bromwich Albion
p34392,165,2016/2017,Stéphane Sessegnon,West Bromwich Albion
p37642,165,2016/2017,Jonny Evans,West Bromwich Albion
p39253,165,2016/2017,Jonas Olsson,West Bromwich Albion
p42583,165,2016/2017,Sébastien Pocognoli,West Bromwich Albion
p43252,165,2016/2017,James Chester,West Bromwich Albion
p49440,165,2016/2017,Hal Robson-Kanu,West Bromwich Albion
p49944,165,2016/2017,Jake Livermore,West Bromwich Albion
p50229,165,2016/2017,Matt Phillips,West Bromwich Albion
p54908,165,2016/2017,Nacer Chadli,West Bromwich Albion
p55829,165,2016/2017,Claudio Yacob,West Bromwich Albion
p57134,165,2016/2017,Salomón Rondón,West Bromwich Albion
p60232,165,2016/2017,Craig Dawson,West Bromwich Albion
p61538,165,2016/2017,Callum McManaman,West Bromwich Albion
p63370,165,2016/2017,James McClean,West Bromwich Albion
p67527,165,2016/2017,Allan-Roméo Nyom,West Bromwich Albion
p77760,165,2016/2017,Cristian Gamboa,West Bromwich Albion
p9089,165,2016/2017,Ben Foster,West Bromwich Albion
p91972,165,2016/2017,Saido Berahino,West Bromwich Albion
p105717,166,2016/2017,Arthur Masuaku,West Ham United
p111055,166,2016/2017,Martin Samuelsen,West Ham United
p113564,166,2016/2017,Sam Byram,West Ham United
p148179,166,2016/2017,Enner Valencia,West Ham United
p154040,166,2016/2017,George Dobson,West Ham United
p156658,166,2016/2017,Reece Burke,West Ham United
p156660,166,2016/2017,Moses Makasi,West Ham United
p160585,166,2016/2017,Djair Parfitt-Williams,West Ham United
